"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mb1733C",20.3673182946072,-1.70897034722569,0.519456949000058,-1.3648298450727,0.172306536110102,1
"Mb3121C",6783.37582866868,-1.70417675896347,0.226322799710212,-3.11138232588633,0.00186213674057598,0.0417325533971305
"Mb2621",10869.0636943109,-1.69178379709886,0.197278314631894,-3.50663882337843,0.000453804651611189,0.0115863795227819
"Mb3592",875.615052060926,-1.68713601277952,0.164337906743248,-4.18123868313025,2.8992532300462e-05,0.000958654715574291
"Mb2331C",44.1558328913705,-1.67804677198964,0.333135038948327,-2.03535111206005,0.0418155566906821,0.618870018155805
"Mb1843C",7060.42763415774,-1.67001859625734,0.627932825709947,-1.06702272731133,0.285961573206328,1
"Mb3949C",5490.33935787287,-1.6585050910732,0.110539671448732,-5.95718335727648,2.56622273208143e-09,1.754600423935e-07
"Mb3858C",447.531702568559,-1.64337351715731,0.159092574210063,-4.04401978126151,5.25424832322585e-05,0.00164307269270489
"Mb3278C",1344.09940178653,-1.63168504312778,0.612423243315386,-1.03145177787198,0.302329010602058,1
"Mb3152C",201.071854061915,-1.62697077083876,0.387440914547368,-1.61823583234937,0.105611783405468,1
"Mb2452C",49.3460188348138,-1.61852185671125,0.309728705998898,-1.99697943629883,0.045827416898435,0.662608601320025
"Mb3227C",1865.56107952394,-1.61767624712433,0.175304522447229,-3.52344730473378,0.000425971791886006,0.0110862594094719
"Mb2332C",94.5632253601191,-1.60914786982631,0.262079714203971,-2.32428469970102,0.0201102403000911,0.329775241343771
"Mb3681C",295.394827949757,-1.60913595275111,0.233667670961958,-2.60684736678989,0.00913800838223815,0.169874312506676
"Mb0266C",99.1516815710572,-1.59855797595263,0.269132850401416,-2.22402421354314,0.0261468151792757,0.407244217888796
"Mb1210",8229.8451546492,-1.59205444771859,0.0983699000184245,-6.01865456412682,1.75872731101686e-09,1.24468525835825e-07
"Mb3593",573.984413155329,-1.59194361410671,0.183254595064875,-3.23017064809293,0.00123716351774252,0.0290158001777518
"Mb3196C",6715.81776202157,-1.58103715763556,0.144290262965045,-4.02686325255585,5.65258844883293e-05,0.00175404167712246
"Mb2194C",12028.9845252366,-1.55678868132706,0.131155964840105,-4.24524101519784,2.18358585615487e-05,0.000752774653139912
"Mb3587C",1710.07687829639,-1.55344449698563,0.118554281585654,-4.66827928593851,3.03732834717041e-06,0.000131748199489091
"Mb2660C",8965.17059647873,-1.55065441625381,0.742679445097443,-0.741442919807163,0.458424929082948,1
"Mb2664",3472.95794062611,-1.55038104191222,0.273757611200801,-2.01046845601132,0.0443816315351621,0.648679353669724
"Mb1808C",9411.9079034959,-1.54185404497408,0.174793329985151,-3.09996980445485,0.00193540372243521,0.0426634897065772
"Mb2519",65.2521832775878,-1.53664175392204,0.276535217487916,-1.94059099884985,0.0523079067540551,0.740386301213538
"Mb2662",8927.3494373343,-1.53592336240843,0.482131890304126,-1.11157003547384,0.266323062035126,1
"Mb2663",1649.80473581194,-1.51394168750198,0.523444974482707,-0.981844725913888,0.326176350047431,1
"Mb2833C",13.2141320892973,-1.51291630084795,0.585139365019003,-0.876571175195659,0.380719601300146,1
"Mb2297A",143.191789188066,-1.49481805487684,0.271277579597322,-1.82402856738598,0.0681477535136401,0.934853981801375
"Mb1601",63.60681187451,-1.48979445481983,0.272218463937697,-1.79926977668911,0.0719760165176963,0.964622095124209
"Mb2871C",21982.7066270082,-1.4855680981613,0.208617394081449,-2.32755327186056,0.019935837151305,0.328249661503527
"Mb0481C",802.324166727685,-1.48171136460421,0.139760029145038,-3.44670337829066,0.000567471259370546,0.0143073691268799
"Mb3582",617.909357705754,-1.47295444133497,0.157577479891713,-3.00140884128866,0.00268733487763041,0.0570563626124267
"Mb1295",8599.61258893924,-1.46849677397102,0.0912743161091544,-5.13284343221755,2.85397311491497e-07,1.42389357099071e-05
"Mb1964C",1358.16388375997,-1.46414015657414,0.197192966701981,-2.35373585750447,0.01858581284697,0.311100286409449
"Mb3950C",3638.41046907675,-1.45757419114965,0.107213677111696,-4.26787144585053,1.97346993563295e-05,0.000698331378977484
"BQ2027_METU",261.036281418159,-1.45232823412809,0.195872543763331,-2.30929881971938,0.0209270051142563,0.339034291690401
"Mb3590C",991.325905611694,-1.44118310503589,0.151188788310765,-2.91809405952143,0.00352178098589103,0.0728557153696638
"Mb3585C",1247.41043114092,-1.43604306821167,0.137214004794459,-3.17783209421548,0.00148380652808784,0.033817375900036
"Mb1618C",5370.74363186551,-1.4197414127017,0.185059972290625,-2.26813722873863,0.0233208439024869,0.368926605108361
"Mb2298",3829.69426871684,-1.40380988569088,0.228302734780546,-1.7687474750534,0.0769360257182275,1
"Mb3197C",1094.60669526157,-1.40025638772683,0.165816665065575,-2.41384897934438,0.015785003488434,0.276254883268285
"Mb2942C",3207.71521803803,-1.39350435745535,0.116753658406693,-3.37038138954619,0.000750642131472395,0.0184639655997539
"Mb3783C",1784.58073230025,-1.39192437755935,0.131824618329797,-2.97307424459093,0.00294833124792978,0.0619456679903579
"Mb0420C",2697.98843042137,-1.3894387631709,0.153707673334106,-2.5336325423676,0.0112887039483398,0.20420911088611
"Mb2333C",598.233313422763,-1.38479396537693,0.156360577168468,-2.46093978639094,0.0138573620740687,0.245178064064882
"Mb1245",2638.68875054892,-1.3791013575256,0.165881171177014,-2.28537907488645,0.0222906098919866,0.356826667874103
"Mb0987C",53.2605181738656,-1.37173097064351,0.27947649345535,-1.3300974477229,0.183486166360876,1
"Mb3594",418.307191230436,-1.36673411242337,0.146968638242603,-2.49532224567527,0.0125842788225811,0.225622136756853
"Mb1319",1078.70336852241,-1.36623140640237,0.15493469373466,-2.36377919996135,0.0180895902847996,0.307904671767433
"Mb3217",662.160981354545,-1.36572543232026,0.133142901771251,-2.74686391429712,0.00601680941487617,0.119565562461135
"Mb3586C",3821.31476627355,-1.35506872272234,0.131803169134974,-2.69393160310683,0.00706146537922093,0.137613291496508
"Mb2462",985.659838175709,-1.34635143714739,0.189954648412805,-1.82333751788323,0.0682522872896025,0.934853981801375
"Mb2921C",325.223679538817,-1.34359889324567,0.172302680808481,-1.99415871902533,0.0461347118830147,0.664669384771718
"Mb3948C",7038.05166748334,-1.33586895716222,0.105149048684261,-3.19421774485817,0.00140210318746406,0.0323204814756
"Mb2520",120.477684248133,-1.3304097871692,0.237847534810398,-1.38916633057636,0.164782177451573,1
"Mb3277C",5897.68201059645,-1.32515404763316,0.495867457675179,-0.655727740549077,0.511999316727261,1
"Mb1764C",65.1951264115763,-1.32285991423331,0.342696668589465,-0.942115707054278,0.346133403656704,1
"Mb2815C",5070.14140399326,-1.31485036753665,0.111981085858597,-2.81163881491756,0.00492898169930514,0.0984332285890938
"Mb2354",5265.09497944275,-1.31243591234912,0.197623568357705,-1.58096483605438,0.113886078122561,1
"Mb3580",949.847776362933,-1.30794991388131,0.119543256725213,-2.57605424444123,0.00999349670927187,0.184925530849554
"Mb3754",774.816419840633,-1.30558284749658,0.123793054350334,-2.46849751870394,0.0135681592738918,0.241118742338677
"Mb1600",119.036860268097,-1.30382279306929,0.211619044609565,-1.4357062882967,0.15108593513549,1
"Mb1393",327.966737077364,-1.30150296636371,0.145601079363521,-2.07074678073606,0.0383824660016925,0.57559430427817
"Mb2661",1994.34993811004,-1.30092297967114,0.694784835581621,-0.433116792797057,0.66492992362098,1
"Mb0586C",2351.90543671563,-1.29200281237911,0.492789607948693,-0.592550670040731,0.55348190089646,1
"Mb0068C",352.157085593495,-1.29128144022764,0.182047130988426,-1.60003312683988,0.109591234680411,1
"Mb1559C",521.223528914842,-1.28950554176763,0.159950474210331,-1.80996988722234,0.0703004570579435,0.951651153596457
"Mb1124",33634.6423704138,-1.28801438109564,0.0878349342050967,-3.27904134843566,0.00104160373005266,0.0247166438060731
"Mb3119C",5467.24865668813,-1.28563561230955,0.166520258223969,-1.71532049827459,0.0862864823891719,1
"Mb3784C",3182.46261367055,-1.28461097314249,0.143985765217108,-1.97666048941257,0.048080019729976,0.690230603525706
"Mb2748C",1093.84814828351,-1.27544071900327,0.159713980630456,-1.72458740253043,0.0846018552966256,1
"Mb2909C",1184.19940804981,-1.2702760062758,0.125437132760358,-2.15467302487012,0.0311874301287697,0.476553383104003
"Mb2267",8007.6893148122,-1.26531914511475,0.145821771418547,-1.81947553190268,0.0688389124549693,0.935003948967495
"Mb1563",10122.3120298898,-1.26381999657017,0.0999002491516173,-2.64083422024079,0.00827021760645368,0.155897466469319
"Mb3616",3268.89976927499,-1.26357830989257,0.125845391716759,-2.09446135688308,0.0362189019706094,0.545175561751636
"Mb0918",167.275938837057,-1.2616452671654,0.1912388223972,-1.3681597903901,0.171262064744398,1
"Mb1391C",82.4823444105458,-1.26127719829181,0.247453267612555,-1.05586481363785,0.291029981681545,1
"Mb3581",982.536474450192,-1.260391300633,0.156960777856814,-1.65895776122199,0.0971243040042859,1
"Mb1390C",369.15941117371,-1.25776693858084,0.16706316723107,-1.5429309934267,0.122847519904826,1
"Mb2019",4207.25960525211,-1.25324659585686,0.280291872463474,-0.903510307420223,0.366255120255591,1
"Mb1350C",1899.92995240415,-1.2432085474366,0.124980421129329,-1.94597317915039,0.0516579614634493,0.733761325857586
"Mb2314",1712.28220920407,-1.23608509888572,0.154323420795237,-1.52980732068511,0.126064429017283,1
"Mb3947C",3439.40741404689,-1.23506524410377,0.131270929411928,-1.79068774142779,0.0733434179700454,0.979693205599878
"Mb2944C",988.558703664108,-1.23433142129428,0.131235964737687,-1.78557319834286,0.0741683896840281,0.987443181469866
"Mb3560C",536.742095222805,-1.23111056864439,0.145186400740263,-1.59181967089222,0.111425228931085,1
"Mb0847C",30654.1094185575,-1.22357919961976,0.117484095991696,-1.9030592841738,0.0570328099650337,0.798855400690785
"Mb3003C",1486.91553285045,-1.22336697294141,0.120961557104827,-1.84659472222101,0.0648058996879867,0.898374568183293
"Mb1741",906.608169116752,-1.22259651215918,0.172431863077099,-1.29092447409008,0.196729867907165,1
"Mb2020",5847.50072850308,-1.22158568422119,0.689841931898119,-0.321212257439168,0.748049543848902,1
"Mb3583",656.962022999095,-1.21504305559499,0.167561966512844,-1.28336435809557,0.199364454741754,1
"Mb0047C",16281.3272418334,-1.21483455808188,0.0915440543495535,-2.34678876316265,0.0189359868040804,0.315651945320911
"Mb1828",1184.04345715205,-1.21141924423155,0.187340865444788,-1.12852710341436,0.259097377086599,1
"Mb3023C",18.8560156270101,-1.21105803442284,0.483018804157014,-0.436956144577406,0.662143153311851,1
"BQ2027_ARGW",12.0707114412122,-1.20560708059807,0.616503565438984,-0.333505095711275,0.738753043594152,1
"Mb0963",6490.7105047055,-1.20404000790219,0.144226722403216,-1.41471708225991,0.157151463826515,1
"Mb2293",105.277621001815,-1.20333060604808,0.304328178268583,-0.668129409523921,0.504050990366283,1
"Mb3088C",282.444315299861,-1.19599845128816,0.279204796893019,-0.701988122944969,0.482686570401016,1
"Mb1779C",1275.23900309878,-1.19390151318609,0.157398451100108,-1.2319150019003,0.217980836824991,1
"Mb2763C",643.515306651095,-1.18782102476135,0.150491231384796,-1.24805294656072,0.212011668178135,1
"Mb2289",713.958233383555,-1.18511609979598,0.155037040014121,-1.19401208755743,0.232473239780146,1
"Mb1560",8097.67231611091,-1.18274055730778,0.154735635717183,-1.18098559818359,0.2376084445751,1
"Mb3514",7602.90501817795,-1.18062435310104,0.223879348360912,-0.806793276929959,0.419785593173932,1
"Mb1602C",1602.40255796076,-1.17253216733397,0.135401050748361,-1.27423063839153,0.202581689957839,1
"Mb2114",12.2234930091131,-1.17142566111754,0.628111603555333,-0.272922296208526,0.784912947031278,1
"Mb1431C",2290.23121125821,-1.16984439521528,0.137706784984573,-1.23337710073118,0.217435104402178,1
"Mb0732",874.242115331801,-1.16977268522278,0.177357245033395,-0.957235692236936,0.338448305601416,1
"Mb1152",6277.17979608582,-1.16788394510111,0.100130192068649,-1.67665657712924,0.0936096564097065,1
"Mb2881",1802.97706416946,-1.16725678002977,0.145575924070847,-1.148931604572,0.250584184367474,1
"Mb1318",2028.06287778515,-1.16723638369517,0.162908444252743,-1.02656669801421,0.304624541931707,1
"Mb3276C",18935.4958707069,-1.16654170887229,0.198396789448646,-0.839437519806222,0.401223836702971,1
"Mb2499",534.483107296035,-1.16311632198835,0.143486626729039,-1.13680505080363,0.255619791444951,1
"Mb1432C",2346.09563133162,-1.16267063872276,0.143206627782572,-1.13591557347288,0.255991899878133,1
"Mb0244",2708.72103538519,-1.16201864351703,0.122319689132589,-1.32455081161468,0.185320179592898,1
"Mb2214",957.363428021605,-1.16184798630483,0.129351534376955,-1.25122587130022,0.210852081824256,1
"Mb3214",84.3345697990517,-1.16093723036652,0.284533059473396,-0.565618739222699,0.571652986259064,1
"Mb2278C",209.284526553346,-1.16052857882259,0.179463563936161,-0.894491200897428,0.371059135576155,1
"Mb2858C",147.483285651672,-1.15496820176632,0.190278565872033,-0.814428052135606,0.415399773718089,1
"Mb0622",2059.51411595497,-1.14906587870414,0.137846610916055,-1.08138950760941,0.279523886957542,1
"Mb1027C",2471.60748073908,-1.14701416640252,0.110570583067326,-1.32959565125027,0.183651531722252,1
"Mb0621",1107.55994012377,-1.14693681079281,0.11596281429569,-1.26710283538085,0.205118521870538,1
"Mb1561",4088.79335388875,-1.14419447555634,0.158837087842342,-0.907813644250772,0.363976688385039,1
"Mb0105",4167.09976093528,-1.14165158779304,0.119172869671167,-1.18862278120762,0.234588139134053,1
"Mb3612C",4560.32441363353,-1.14041659271759,0.122660941465455,-1.14475391302235,0.252311111409955,1
"Mb0348",1194.99950400432,-1.13932130188611,0.174256624170745,-0.799517966958844,0.423990132812469,1
"Mb1167",20.7576211797382,-1.13862476814696,0.426821600924728,-0.32478386250045,0.745344658870165,1
"BQ2027_LYSU",403.449859465096,-1.13404823744745,0.175410061356356,-0.764199250663989,0.444748513053597,1
"Mb0964",4977.4963719414,-1.13327192556187,0.136192211475926,-0.978557614400933,0.327798610766894,1
"Mb3459",549.013349511834,-1.12903392407012,0.170674198052058,-0.75602478607087,0.449634335109385,1
"Mb2813C",6366.48444666516,-1.12813676091002,0.104525192161771,-1.22589356938666,0.220238729055172,1
"Mb0196",1441.34999227879,-1.12778530675722,0.154550969768171,-0.826816596161761,0.408341021923758,1
"Mb0058",2497.87873750615,-1.11617000015829,0.147107876952185,-0.789692588630376,0.429707320689758,1
"Mb2612C",1701.07461014332,-1.115067633134,0.122505207696584,-0.93928768660181,0.347583058875385,1
"Mb1219",387.802889762279,-1.11009790544326,0.216390929085889,-0.50879168506903,0.610898248288528,1
"Mb0731",840.494051641701,-1.10715570608872,0.173560755476743,-0.617395941809442,0.536973598107701,1
"Mb1457",4392.73747010778,-1.10248686651386,0.0860632081539777,-1.19083251382517,0.233719342049107,1
"Mb1827",237.41585238176,-1.10093359482379,0.167594210413125,-0.602249890225816,0.547007810825511,1
"Mb0988C",230.175308710959,-1.09979091619032,0.155919892656794,-0.640014012900675,0.522163489296135,1
"Mb0717",519.175196875492,-1.0971431701536,0.14032289726212,-0.69228309883127,0.488759561805,1
"Mb0076",1240.01766710908,-1.09712390686534,0.148241972607041,-0.655171441375768,0.512357379311661,1
"Mb0151",2485.46846721281,-1.09544655755743,0.181394943731937,-0.526180915486169,0.598762512637709,1
"Mb2860C",125.39471674445,-1.09500953839296,0.194180511900765,-0.489284622143291,0.624640206596317,1
"Mb3457C",2536.74914564356,-1.09486514039714,0.126080085794038,-0.752419700539425,0.451798702918892,1
"Mb0993",972.729082051874,-1.08991244662764,0.168163064953704,-0.534674166722607,0.592875187989628,1
"Mb3664C",132.641292844198,-1.08318083109569,0.224963273743156,-0.36975293660893,0.711566584913494,1
"Mb0188C",3987.78664537878,-1.08277536305825,0.0898736520162281,-0.92101924425302,0.357040379845398,1
"Mb0138",2798.52384933759,-1.07906762018461,0.107914284421755,-0.732689102358301,0.46374807210118,1
"Mb1351C",413.783784298097,-1.07556641838519,0.155443030741371,-0.486135776076838,0.626870902878599,1
"Mb2729",29932.7472259972,-1.07409909757553,0.108141832110884,-0.685202905565291,0.493215890625738,1
"Mb1562",2833.2372130384,-1.07381335893565,0.12271694317995,-0.601492809574103,0.547511799532072,1
"Mb1890",1886.96109843625,-1.07315526835412,0.150972019077593,-0.484561767147892,0.62798723975183,1
"Mb3546",246.035124387528,-1.07226656236963,0.153342420783922,-0.471275737008641,0.637443839873406,1
"Mb3770",1021.04355762281,-1.06770015954569,0.17756190004314,-0.381276386033525,0.702998173890319,1
"Mb1603C",1272.81507142903,-1.06698444918016,0.137912312509692,-0.485703183140037,0.627177626460445,1
"Mb3048C",19.1765505685302,-1.06489016413237,0.453412624604737,-0.143115036086482,0.886199330102839,1
"Mb0539",3768.73591245022,-1.06379374693264,0.135043312324751,-0.472394714217514,0.636645076532778,1
"Mb3589C",494.929667645836,-1.06311478663253,0.162475232395371,-0.388457894178904,0.697677207878278,1
"Mb1807C",1950.44746999644,-1.06281008018199,0.246543152472525,-0.254763028508722,0.798906132182089,1
"Mb2113",43.1059598858442,-1.05994669842802,0.333303781290387,-0.179856040624355,0.857265586836572,1
"Mb2754C",711.400939704423,-1.05676491620064,0.14654010672052,-0.387367782588716,0.698483951372325,1
"Mb0673",1413.31530608332,-1.05670961489221,0.133886108706642,-0.423566084936146,0.671882293722241,1
"Mb3226C",1172.52499762925,-1.05357625607424,0.137391725116228,-0.389952568314561,0.696571620866848,1
"Mb2814C",13723.4575457772,-1.0529486842499,0.124081260550865,-0.426725873148215,0.669579003208549,1
"Mb2850C",762.159451357598,-1.05212798072839,0.136418806413308,-0.382117261533975,0.702374388738536,1
"Mb2582C",3323.50801280577,-1.04781466896936,0.139748910645257,-0.342146988828689,0.732240276993917,1
"Mb0239C",3106.79400163436,-1.04710657661562,0.138219764671589,-0.340809266515118,0.733247173996821,1
"Mb3087C",745.583156527834,-1.04623676094642,0.19950445956375,-0.231758032113795,0.816725955109775,1
"Mb2084C",39.4706160341748,-1.04408159419081,0.320023963236926,-0.137744666821008,0.890442216825664,1
"Mb3934C",119.142937319377,-1.04365904260188,0.214712471842041,-0.203337245514088,0.838871445842473,1
"Mb3410",5895.62643411097,-1.04359025452145,0.176880389797051,-0.246439159091984,0.805342296169088,1
"Mb2903C",1892.23427860285,-1.042437642543,0.125676606819427,-0.337673363539948,0.735609349724463,1
"Mb3075C",8658.32977870424,-1.0417484433639,0.103820060356485,-0.402123088934311,0.687593441238051,1
"Mb1599",400.331820561919,-1.03971343789349,0.17158784848056,-0.231446680200011,0.816967803887614,1
"Mb2576",57.0147074109636,-1.03814961285517,0.370633634025283,-0.102930790281615,0.918017900369707,1
"Mb2679C",379.787916141837,-1.03793202533537,0.131256277579861,-0.288992085062719,0.772587434473809,1
"Mb2859C",90.4740231698759,-1.03571906843041,0.279332587019127,-0.127872901660286,0.898249556306609,1
"Mb3513C",2229.18602353943,-1.03521712576335,0.110808936203703,-0.317818462751111,0.75062264502855,1
"Mb3579C",1187.42093124584,-1.03476310400052,0.138524857745476,-0.250952100339957,0.801851142675689,1
"Mb3456C",1103.7750591458,-1.03446714579888,0.157579281629646,-0.218728918182823,0.826861220935396,1
"Mb2525C",5299.83392898777,-1.03275669071076,0.110338176809244,-0.296875403038352,0.76656163556803,1
"Mb0528",4152.06279753204,-1.03152297887028,0.136626725444279,-0.230723372515715,0.817529714722071,1
"Mb1885C",5732.6656370977,-1.03107748379394,0.199594371011262,-0.155703207643,0.876266968677065,1
"Mb0525",7588.84425335202,-1.03101914902984,0.126704845969044,-0.24481422784274,0.806600276866679,1
"Mb0884C",3718.87711417174,-1.03048411789244,0.0878482376641524,-0.347008872380346,0.728584653266296,1
"Mb1494C",4223.91482844769,-1.02948564133876,0.10496711467273,-0.280903609008303,0.778784332473934,1
"Mb3100C",367.037311357817,-1.02739310349473,0.183125896597562,-0.149586180893521,0.881091111551854,1
"Mb3496",114.177551813123,-1.02735571339398,0.208308721546507,-0.131322938333498,0.8955198467604,1
"BQ2027_THRV",19.8781718682749,-1.02611385052749,0.525859029451605,-0.0496594126276139,0.96039380056048,1
"Mb1174C",1638.6910908961,-1.0245803773147,0.111664355811063,-0.220127337288303,0.825771984855518,1
"Mb3679C",281.826860802921,-1.02277343515834,0.194978218683837,-0.116799893403813,0.907018628225769,1
"Mb3370",896.717251006776,-1.02006838792983,0.14746657271252,-0.136087708290023,0.891751944489584,1
"Mb3275C",2747.37840084688,-1.01944489712628,0.151614697027918,-0.128252059381136,0.897949502771073,1
"Mb2849C",709.559745771519,-1.01933907985642,0.136364516580901,-0.141819003515797,0.887222973153223,1
"Mb3736C",8424.34006265409,-1.01911128701933,0.121631628602723,-0.157124320695852,0.875146870502797,1
"Mb3782C",1407.42618133367,-1.01648851181767,0.128862284502029,-0.127954520450953,0.8981849645238,1
